"team.value","capacity.value","coords.value","image.value","teamLabel.value","venueLabel.value","team_twitter.value"
"http://www.wikidata.org/entity/Q102720","74064","Point(13.239444444 52.514722222)","http://commons.wikimedia.org/wiki/Special:FilePath/Berlin%20Olympiastadion%20nach%20Umbau.jpg","Hertha BSC","Olympiastadion Berlin","HerthaBSC"
"http://www.wikidata.org/entity/Q104770","50000","Point(6.875 50.933611)","http://commons.wikimedia.org/wiki/Special:FilePath/RheinEnergieStadion%20K%C3%B6ln%20002.jpg","1. FC Köln","RheinEnergie Stadion",NA
"http://www.wikidata.org/entity/Q104761","30210","Point(7.002205555 51.038255555)","http://commons.wikimedia.org/wiki/Special:FilePath/BayArena%20neu%202009.jpg","Bayer 04 Leverkusen","BayArena","bayer04fussball"
"http://www.wikidata.org/entity/Q201567","18416","Point(11.980555555 57.706111111)",NA,"IFK Göteborg","Gamla Ullevi",NA
"http://www.wikidata.org/entity/Q172969","52518","Point(37.809722 48.020833)","http://commons.wikimedia.org/wiki/Special:FilePath/Donezk%20Donbass%20Arena%2009.JPG","FC Shakhtar Donetsk","Donbass Arena",NA
"http://www.wikidata.org/entity/Q734785","43615","Point(18.640278 54.39)","http://commons.wikimedia.org/wiki/Special:FilePath/PGE%20Arena.jpeg","Lechia Gdańsk","Stadion Energa Gdańsk",NA
"http://www.wikidata.org/entity/Q179075","70050","Point(30.521845 50.43341)","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A4%D1%96%D0%BD%D0%B0%D0%BB%20%D0%84%D0%B2%D1%80%D0%BE-2012.%20%D0%9D%D0%A1%D0%9A%20%C2%AB%D0%9E%D0%BB%D1%96%D0%BC%D0%BF%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%C2%BB.%203%20%D1%85%D0%B2%D0%B8%D0%BB%D0%B8%D0%BD%D0%B8%20%D0%BF%D1%96%D1%81%D0%BB%D1%8F%20%D1%84%D1%96%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B3%D0%BE%20%D1%81%D0%B2%D0%B8%D1%81%D1%82%D0%BA%D0%B0.JPG","FC Dynamo Kyiv","Olimpiyskiy National Sports Complex",NA
"http://www.wikidata.org/entity/Q189671","38512","Point(7.62 47.541389)","http://commons.wikimedia.org/wiki/Special:FilePath/St%20Jakob-Park.jpg","FC Basel","St. Jakob-Park",NA
"http://www.wikidata.org/entity/Q420594","23804","Point(76.92435 43.238331)","http://commons.wikimedia.org/wiki/Special:FilePath/Almaty%20Central%20Stad.jpeg","FC Kairat","Almaty Central Stadium",NA
"http://www.wikidata.org/entity/Q483020","48712","Point(2.253055555 48.841388888)","http://commons.wikimedia.org/wiki/Special:FilePath/Paris-Parc-des-Princes.jpg","Paris Saint-Germain","Parc des Princes","psg_inside"
"http://www.wikidata.org/entity/Q190526","32000","Point(7.465 46.962778)","http://commons.wikimedia.org/wiki/Special:FilePath/Tatze-derby.jpg","BSC Young Boys","Stade de Suisse","ybchannel"
"http://www.wikidata.org/entity/Q204357","30510","Point(-118.261111111 33.864444444)","http://commons.wikimedia.org/wiki/Special:FilePath/LA%20Galaxy%20vs%20Houston%20Dynamo-%20Western%20Conference%20Finals%20panorama.jpg","Los Angeles Galaxy","The Home Depot Center",NA
"http://www.wikidata.org/entity/Q132885","67000","Point(5.395833333 43.269722222)","http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20V%C3%A9lodrome%20%2820150405%29.jpg","Olympique de Marseille","Stade Vélodrome",NA
"http://www.wikidata.org/entity/Q201360","25000","Point(8.503801 47.382791)","http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%202006.jpg","Grasshopper Club Zürich","Letzigrund",NA
"http://www.wikidata.org/entity/Q206692","25000","Point(8.503801 47.382791)","http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%202006.jpg","FC Zürich","Letzigrund",NA
"http://www.wikidata.org/entity/Q201360","25000","Point(8.503801 47.382791)","http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%20Zuerich.jpg","Grasshopper Club Zürich","Letzigrund",NA
"http://www.wikidata.org/entity/Q206692","25000","Point(8.503801 47.382791)","http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%20Zuerich.jpg","FC Zürich","Letzigrund",NA
"http://www.wikidata.org/entity/Q702455","44345","Point(12.348056 51.345833)","http://commons.wikimedia.org/wiki/Special:FilePath/Leipzig%20von%20oben%20Zentralstadion.jpg","RB Leipzig","Red Bull Arena",NA
"http://www.wikidata.org/entity/Q172476","42566","Point(-0.563333 44.896944)","http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Stade%20de%20Bordeaux%202014-11-16.jpg","F.C. Girondins de Bordeaux","Stade Bordeaux-Atlantique",NA
"http://www.wikidata.org/entity/Q208406","12700","Point(19.106725 47.490919444)",NA,"MTK Budapest FC","Hidegkuti Nándor Stadium",NA
"http://www.wikidata.org/entity/Q128446","50431","Point(-8.583933 41.161758)","http://commons.wikimedia.org/wiki/Special:FilePath/Est%C3%A1dio%20do%20Drag%C3%A3o%20%288468978586%29.jpg","F.C. Porto","Estádio do Dragão",NA
"http://www.wikidata.org/entity/Q754307","22288","Point(39.321111 48.559444)","http://commons.wikimedia.org/wiki/Special:FilePath/Avanhard%20Luhansk2.JPG","FC Zorya Luhansk","Avanhard Stadium",NA
"http://www.wikidata.org/entity/Q167615","45757","Point(-73.551944444 45.557777777)","http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Stade%20Olympique%203.jpg","Montreal Impact F.C.","Olympic Stadium of Montreal","impactmontreal"
"http://www.wikidata.org/entity/Q106394","24000","Point(7.893056 47.988889)","http://commons.wikimedia.org/wiki/Special:FilePath/Badenova-Stadion%202011.jpg","SC Freiburg","Mage Solar Stadion",NA
"http://www.wikidata.org/entity/Q180305","18523","Point(7.415556 43.727778)","http://commons.wikimedia.org/wiki/Special:FilePath/Monaco005.jpg","A.S. Monaco F.C.","Stade Louis II","AS_Monaco"
"http://www.wikidata.org/entity/Q179658","55611","Point(26.1525 44.4372)","http://commons.wikimedia.org/wiki/Special:FilePath/Stadionul%20National%20-%20National%20Arena%203.jpg","F.C. Steaua Bucureşti","National Arena",NA
"http://www.wikidata.org/entity/Q179658","55611","Point(26.152508 44.437208)","http://commons.wikimedia.org/wiki/Special:FilePath/Stadionul%20National%20-%20National%20Arena%203.jpg","F.C. Steaua Bucureşti","National Arena",NA
"http://www.wikidata.org/entity/Q240444","30597","Point(45.74525278 43.32317778)","http://commons.wikimedia.org/wiki/Special:FilePath/Ahmat-arena2.jpg","FC Terek Grozny","Akhmat-Arena",NA
"http://www.wikidata.org/entity/Q478167","7354","Point(14.384166666 67.2775)","http://commons.wikimedia.org/wiki/Special:FilePath/Aspmyra%20stadion.jpg","FK Bodø/Glimt","Aspmyra Stadion",NA
"http://www.wikidata.org/entity/Q192253","13000","Point(17.141111 48.166111)","http://commons.wikimedia.org/wiki/Special:FilePath/Pasienky%201.JPG","ŠK Slovan Bratislava","Štadión Pasienky",NA
"http://www.wikidata.org/entity/Q209640","10770","Point(18.744722 49.229167)","http://commons.wikimedia.org/wiki/Special:FilePath/Zilina%20vs%20Slovan.JPG","MŠK Žilina","Štadión pod Dubňom",NA
"http://www.wikidata.org/entity/Q105254","34034","Point(8.224167 49.984167)","http://commons.wikimedia.org/wiki/Special:FilePath/Er%C3%B6ffnungsfeier%20Coface%20Arena.JPG","1. FSV Mainz 05","Coface Arena",NA
"http://www.wikidata.org/entity/Q208552","11800","Point(7.148611111 62.733888888)","http://commons.wikimedia.org/wiki/Special:FilePath/Moldefk-aker-stadion.jpg","Molde FK","Aker Stadion","Molde_FK"
"http://www.wikidata.org/entity/Q428211","44740","Point(51.440562 25.34474)",NA,"Al-Gharafa Sports Club","Thani bin Jassim Stadium",NA
"http://www.wikidata.org/entity/Q170117","15000","Point(11.482344 48.750275)","http://commons.wikimedia.org/wiki/Special:FilePath/Audi-Sportpark.jpg","FC Ingolstadt 04","Audi Sportpark",NA
"http://www.wikidata.org/entity/Q641373","19219","Point(32.845681 39.940094)","http://commons.wikimedia.org/wiki/Special:FilePath/Gen%C3%A7lerbirli%C4%9Fi%202-1%20Karab%C3%BCkspor.jpg","Gençlerbirliği S.K.","Ankara 19 Mayıs Stadium",NA
"http://www.wikidata.org/entity/Q329607","17234","Point(16.173055555 58.584166666)","http://commons.wikimedia.org/wiki/Special:FilePath/Nyaparken.jpg","IFK Norrköping","Idrottsparken",NA
"http://www.wikidata.org/entity/Q208396","29505","Point(19.096111 47.475278)","http://commons.wikimedia.org/wiki/Special:FilePath/Fradi%20p%C3%A1lya.jpg","Ferencvárosi TC","Stadion Albert Flórián",NA
"http://www.wikidata.org/entity/Q216773","7584","Point(9.510277777 47.140277777)","http://commons.wikimedia.org/wiki/Special:FilePath/Haupttrib%C3%BCne%20mit%20Gebirge.JPG","FC Vaduz","Rheinpark Stadion","VaduzFC"
"http://www.wikidata.org/entity/Q176371","18636","Point(37.45416667 55.88527778)","http://commons.wikimedia.org/wiki/Special:FilePath/16.09.2012%20%D0%A6%D0%A1%D0%9A%D0%90-%D0%90%D0%9B%D0%90%D0%9D%D0%98%D0%AF.JPG","PFC CSKA Moscow","Arena Khimki","PFC_CSKA_MOSCOW"
"http://www.wikidata.org/entity/Q113000","13213","Point(4.486389 51.037222)",NA,"KV Mechelen","Argosstadion Achter de Kazerne",NA
"http://www.wikidata.org/entity/Q274642","17000","Point(56.244636 57.990694)","http://commons.wikimedia.org/wiki/Special:FilePath/Zvezda%20Stadium%20Perm.jpg","FC Amkar Perm","Zvezda Stadium",NA
"http://www.wikidata.org/entity/Q633521","15000","Point(8.961667 46.023611)",NA,"FC Lugano","Cornaredo Stadium",NA
"http://www.wikidata.org/entity/Q221940","9560","Point(3.987222 51.116389)","http://commons.wikimedia.org/wiki/Special:FilePath/20110720%20daknamstadion.jpg","K.S.C. Lokeren Oost-Vlaanderen","Daknamstadion",NA
"http://www.wikidata.org/entity/Q221671","9900","Point(15.049972 50.776214)","http://commons.wikimedia.org/wiki/Special:FilePath/Liberec%2C%20stadion%20U%20Nisy.JPG","FC Slovan Liberec","Stadion u Nisy",NA
"http://www.wikidata.org/entity/Q223262","16800","Point(8.305187 47.033264)","http://commons.wikimedia.org/wiki/Special:FilePath/Swissporarena%20luftaufnahme%20cropped.jpg","FC Luzern","Swissporarena",NA
"http://www.wikidata.org/entity/Q131209","12500","Point(16.386694 48.162306)","http://commons.wikimedia.org/wiki/Special:FilePath/Franz-Horr-Stadion-Panorama.jpg","FK Austria Wien","Generali Arena",NA
"http://www.wikidata.org/entity/Q131215","18500","Point(16.265278 48.197778)","http://commons.wikimedia.org/wiki/Special:FilePath/Hanappi-Stadion%20Nord.jpg","SK Rapid Wien","Gerhard-Hanappi-stadium",NA
"http://www.wikidata.org/entity/Q172803","60000","Point(16.018077777 45.818858333)",NA,"N.K. Dinamo Zagreb","Stadion Maksimir","NKDinamo1911"
"http://www.wikidata.org/entity/Q190943","33268","Point(19.911944 50.063611)","http://commons.wikimedia.org/wiki/Special:FilePath/Stadion%20przed%20meczem%20z%20APOELEM.jpg","Wisła Kraków","Stadion Miejski in Kraków",NA
"http://www.wikidata.org/entity/Q205732","10200","Point(21.638882 47.549573)","http://commons.wikimedia.org/wiki/Special:FilePath/Debrecen-Rabotnicki.jpg","Debreceni VSC","Stadion Oláh Gábor Út",NA
"http://www.wikidata.org/entity/Q279818","15016","Point(19.919722 50.058056)","http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20J%C3%B3zef%20Pi%C5%82sudski.jpg","KS Cracovia","Marshal Józef Piłsudski Stadium",NA
"http://www.wikidata.org/entity/Q556570","19626","Point(32.502222 40.011389)",NA,"Osmanlıspor","Osmanlı Stadyumu",NA
"http://www.wikidata.org/entity/Q181216","35000","Point(16.431667 43.519444)","http://commons.wikimedia.org/wiki/Special:FilePath/Poljud%20panorama%202.jpg","H.N.K. Hajduk Split","Stadion Poljud","hajduk_hr"
"http://www.wikidata.org/entity/Q204881","24000","Point(12.987777777 55.583611111)","http://commons.wikimedia.org/wiki/Special:FilePath/Swebank%20Stadion%2C%20Malm%C3%B6%202011.jpg","Malmö FF","Swedbank Stadion",NA
"http://www.wikidata.org/entity/Q479351","19000","Point(8.672222 49.857778)","http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%B6llenfalltor%20Blick%20von%20S%C3%BCdkurve.jpg","SV Darmstadt 98","Stadion am Böllenfalltor",NA
"http://www.wikidata.org/entity/Q767400","17000","Point(20.717222 48.099444)","http://commons.wikimedia.org/wiki/Special:FilePath/Di%C3%B3sgy%C5%91ri%20stadion.jpg","Diósgyőri VTK","DVTK Stadion",NA
"http://www.wikidata.org/entity/Q326811","14300","Point(18.415436 47.173765)","http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%B3st%C3%B3i%20Stadion%20Feh%C3%A9rv%C3%A1r%20FC-Vasas%202009-05-16.jpg","Videoton FC","Sóstói Stadion","VideotonFC"
"http://www.wikidata.org/entity/Q216032","25000","Point(5.533333 51.005)",NA,"K.R.C. Genk","Cristal Arena",NA
"http://www.wikidata.org/entity/Q193749","31103","Point(21.040628 52.220461)","http://commons.wikimedia.org/wiki/Special:FilePath/Stadion%20Legii%2006.jpg","KP Legia Warsaw","Polish Army Stadium","legiawarszawa"
"http://www.wikidata.org/entity/Q203573","25213","Point(29.048333 40.192222)","http://commons.wikimedia.org/wiki/Special:FilePath/Bursa%20Atat%C3%BCrk%20Stadium.jpg","Bursaspor","Bursa Atatürk Stadium",NA
"http://www.wikidata.org/entity/Q309059","7800","Point(-4.2175 57.494722)","http://commons.wikimedia.org/wiki/Special:FilePath/Inverness%20stadium%20a2.jpg","Inverness Caledonian Thistle F.C.","Caledonian Stadium",NA
"http://www.wikidata.org/entity/Q192071","38285","Point(-1.525278 47.255556)","http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20de%20la%20Beaujoire.jpg","F.C. Nantes","Stade de la Beaujoire",NA
"http://www.wikidata.org/entity/Q425599","6280","Point(15.162225 50.714964)",NA,"FK Baumit Jablonec","Chance Arena",NA
"http://www.wikidata.org/entity/Q190916","30000","Point(3.181311 51.193269)","http://commons.wikimedia.org/wiki/Special:FilePath/Panoramio%20-%20V%26A%20Dudush%20-%20Jan%20Breydel%20Stadion.jpg","Club Brugge K.V.","Jan Breydel Stadium","clubbrugge"
"http://www.wikidata.org/entity/Q221602","54329","Point(18.0 59.3725)","http://commons.wikimedia.org/wiki/Special:FilePath/Friendsarena.jpg","AIK Fotboll","Friends Arena",NA
"http://www.wikidata.org/entity/Q187326","21421","Point(-2.088888888 57.159166666)","http://commons.wikimedia.org/wiki/Special:FilePath/Inside%20Pittodrie%20Stadium.%20-%20geograph.org.uk%20-%20109557.jpg","Aberdeen F.C.","Pittodrie Stadium",NA
"http://www.wikidata.org/entity/Q204888","28703","Point(22.972422 40.613839)","http://commons.wikimedia.org/wiki/Special:FilePath/PAOK-Tottenham%20Hotspur%20%2815.9.11%29.JPG","P.A.O.K. Thessaloniki F.C.","Toumba Stadium",NA
"http://www.wikidata.org/entity/Q248188","30500","Point(-0.733333 52.009444)",NA,"Milton Keynes Dons F.C.","Stadium mk",NA
"http://www.wikidata.org/entity/Q140497","16068","Point(16.1975 51.413333)","http://commons.wikimedia.org/wiki/Special:FilePath/Dialog%20Arena.jpg","Zagłębie Lubin","Stadion Zagłębia Lubin",NA
"http://www.wikidata.org/entity/Q642408","17424","Point(-104.891944444 39.805555555)","http://commons.wikimedia.org/wiki/Special:FilePath/Dick%27s%20Park.jpg","Colorado Rapids","Dick's Sporting Goods Park",NA
"http://www.wikidata.org/entity/Q204237","15032","Point(26.102444 44.455083)","http://commons.wikimedia.org/wiki/Special:FilePath/Dinamo%20Stadium%20%282006%29.jpg","FC Dinamo București","Stadionul Dinamo",NA
"http://www.wikidata.org/entity/Q175687","31003","Point(35.032472 48.460333)","http://commons.wikimedia.org/wiki/Special:FilePath/Dnipro-Arena4.jpg","FC Dnipro Dnipropetrovsk","Dnipro Arena",NA
"http://www.wikidata.org/entity/Q318969","12600","Point(14.380959 45.339202)","http://commons.wikimedia.org/wiki/Special:FilePath/Stadion%20Kantrida%20Rijeka%2013032012%202.jpg","H.N.K. Rijeka","Stadion Kantrida",NA
"http://www.wikidata.org/entity/Q748725","30050","Point(144.983889 -37.825278)","http://commons.wikimedia.org/wiki/Special:FilePath/AAMIPARK.JPG","Melbourne City Football Club","Melbourne Rectangular Stadium","MelbourneCity"
"http://www.wikidata.org/entity/Q210025","10100","Point(12.353289 55.815847)",NA,"FC Nordsjælland","Farum Park",NA
"http://www.wikidata.org/entity/Q332664","14637","Point(5.066944 51.542778)","http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20II%20stadion.jpg","Willem II","Koning Willem II Stadion",NA
"http://www.wikidata.org/entity/Q220854","31654","Point(38.999444444 45.025277777)","http://commons.wikimedia.org/wiki/Special:FilePath/Kuban%20Stadium%20FC%20Kuban%20Krasnodar%20vs%20FC%20Rostov%2C%20Russian%20Premier%20League%2C%20Krasnodar%2C%20Russian%202005%20Federation.jpg","FC Krasnodar","Kuban Stadium",NA
"http://www.wikidata.org/entity/Q210961","18128","Point(-4.508122 55.604225)","http://commons.wikimedia.org/wiki/Special:FilePath/Rugby%20Park.jpg","Kilmarnock F.C.","Rugby Park",NA
"http://www.wikidata.org/entity/Q192641","24169","Point(39.705317 41.003664)",NA,"Trabzonspor","Hüseyin Avni Aker Stadium",NA
"http://www.wikidata.org/entity/Q138230","14234","Point(28.972322 41.032806)","http://commons.wikimedia.org/wiki/Special:FilePath/Stadion%20Kasimpasa.JPG","Kasımpaşa Spor Kulübü","Recep Tayyip Erdoğan Stadium",NA
"http://www.wikidata.org/entity/Q725332","8500","Point(17.301111111 62.394166666)","http://commons.wikimedia.org/wiki/Special:FilePath/NorrportenArena.jpg","GIF Sundsvall","Norrporten Arena",NA
"http://www.wikidata.org/entity/Q268776","10696","Point(-3.476928 56.409686)","http://commons.wikimedia.org/wiki/Special:FilePath/McDiarmid%20Park.jpg","St. Johnstone F.C.","McDiarmid Park",NA
"http://www.wikidata.org/entity/Q211912","15633","Point(10.350055 55.397771)","http://commons.wikimedia.org/wiki/Special:FilePath/Odense%20Stadion.JPG","Odense Boldklub","TRE-FOR Park",NA
"http://www.wikidata.org/entity/Q301431","20032","Point(10.196389 56.131944)","http://commons.wikimedia.org/wiki/Special:FilePath/Atletion.jpg","Aarhus Gymnastikforening","Atletion",NA
"http://www.wikidata.org/entity/Q498473","6078","Point(-4.0585 55.7822)","http://commons.wikimedia.org/wiki/Special:FilePath/New%20Douglas%20Park%20-%201.jpg","Hamilton Academical F.C.","New Douglas Park","acciesfc"
"http://www.wikidata.org/entity/Q167615","20521","Point(-73.5525 45.563055555)","http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20Saputo.27.06.12.jpg","Montreal Impact F.C.","Saputo Stadium","impactmontreal"
"http://www.wikidata.org/entity/Q206838","11700","Point(13.385556 49.75)","http://commons.wikimedia.org/wiki/Special:FilePath/Doosan%20Arena.JPG","FC Viktoria Plzeň","Doosan Arena",NA
"http://www.wikidata.org/entity/Q301726","10000","Point(18.944178 50.282203)","http://commons.wikimedia.org/wiki/Special:FilePath/StadionRuch.jpg","Ruch Chorzów","Stadion Ruchu",NA
"http://www.wikidata.org/entity/Q460724","30001","Point(18.08527778 59.29138889)","http://commons.wikimedia.org/wiki/Special:FilePath/Tele2%20Arena%20juni%202013a%2001.jpg","Hammarby Fotboll","Tele2 Arena","Hammarbyfotboll"
"http://www.wikidata.org/entity/Q309480","24000","Point(39.251693 21.446608)","http://commons.wikimedia.org/wiki/Special:FilePath/Prince%20Abdullah%20Al-Faisal%20Stadium%202009.jpg","Ittihad FC","Prince Abdullah al-Faisal Stadium","ittihad"
"http://www.wikidata.org/entity/Q585958","9200","Point(23.270056 45.043639)",NA,"CS Pandurii Târgu Jiu","Stadionul Tudor Vladimirescu",NA
"http://www.wikidata.org/entity/Q723476","2000","Point(47.170278 40.156667)",NA,"FK Qarabağ","Guzanli Olympic Complex Stadium",NA
"http://www.wikidata.org/entity/Q1130849","45276","Point(-2.960827777 53.430819444)","http://commons.wikimedia.org/wiki/Special:FilePath/Anfield%2C%2020%20October%202012.jpg","Liverpool F.C.","Anfield","LFC"
"http://www.wikidata.org/entity/Q1120838","13602","Point(9.07222222 45.81388889)","http://commons.wikimedia.org/wiki/Special:FilePath/StadioSinigaglia3bWiki.JPG","Calcio Como","Stadio Giuseppe Sinigaglia",NA
"http://www.wikidata.org/entity/Q857938","80597","Point(28.765702777 41.074472222)","http://commons.wikimedia.org/wiki/Special:FilePath/Atat%C3%BCrk%20Olimpiyat.jpg","İstanbul Büyükşehir Belediyespor","Atatürk Olympic Stadium",NA
"http://www.wikidata.org/entity/Q6601875","50509","Point(29.036667 40.987778)","http://commons.wikimedia.org/wiki/Special:FilePath/FB-GS%20Seramoni.jpg","Fenerbahçe S.K.","Fenerbahce Sukru Saracoglu Stadium",NA
"http://www.wikidata.org/entity/Q812719","44740","Point(51.341279 25.330538)",NA,"Al-Sailiya SC","Ahmed bin Ali Stadium",NA
"http://www.wikidata.org/entity/Q1128631","37914","Point(-1.572222222 53.777777777)","http://commons.wikimedia.org/wiki/Special:FilePath/Elland%20Road%20Stadium%20from%20Wortley.jpg","Leeds United A.F.C.","Elland Road","LUFC"
"http://www.wikidata.org/entity/Q4122219","16003","Point(23.754194444 37.987169444)",NA,"Panathinaikos F.C.","Apostolos Nikolaidis Stadium",NA
"http://www.wikidata.org/entity/Q814738","66161","Point(116.441139 39.929528)","http://commons.wikimedia.org/wiki/Special:FilePath/Workers%20stadium.JPG","Beijing Guoan F.C.","Workers Stadium","FCBeijingGuoan"
"http://www.wikidata.org/entity/Q986529","13000","Point(34.785964 31.253794)","http://commons.wikimedia.org/wiki/Special:FilePath/Vasermil%20Stadium24.jpg","Hapoel Be'er Sheva F.C.","Vasermil Stadium",NA
"http://www.wikidata.org/entity/Q849823","45000","Point(-100.312055555 25.722805555)",NA,"Tigres UANL","Estadio Universitario","tigresoficial"
"http://www.wikidata.org/entity/Q861524","9000","Point(10.17969 59.13725)",NA,"Sandefjord Fotball","Komplett.no Arena",NA
"http://www.wikidata.org/entity/Q845043","9680","Point(13.343056 41.637778)","http://commons.wikimedia.org/wiki/Special:FilePath/Stadio%20Matusa%2C%20Frosinone%20%282007%29.jpg","Frosinone Calcio","Stadio Matusa",NA
"http://www.wikidata.org/entity/Q845772","12500","Point(19.81138333 41.31898056)",NA,"Partizani Tirana","Selman Stërmasi Stadium",NA
"http://www.wikidata.org/entity/Q1339086","6000","Point(26.5275 43.53361111)","http://commons.wikimedia.org/wiki/Special:FilePath/Ludogorets%20Arena.jpg","PFC Ludogorets Razgrad","Ludogorets Arena",NA
"http://www.wikidata.org/entity/Q101959","54057","Point(6.385463888 51.174583333)","http://commons.wikimedia.org/wiki/Special:FilePath/Borussia%20Park%20M%C3%B6nchengladbach.jpg","Borussia Mönchengladbach","Borussia-Park",NA
"http://www.wikidata.org/entity/Q172567","41903","Point(28.9947 41.0392)","http://commons.wikimedia.org/wiki/Special:FilePath/Be%C5%9Fikta%C5%9F%20J.K.%20vs%20Bursaspor%2011%20April%202016%20%285%29.jpg","Beşiktaş J.K.","Vodafone Arena","Besiktas"
"http://www.wikidata.org/entity/Q73996","12000","Point(20.782778 40.625833)","http://commons.wikimedia.org/wiki/Special:FilePath/Stadiumi%20Sk%C3%ABnderbeu.jpg","KF Skënderbeu Korçë","Skënderbeu Stadium",NA
"http://www.wikidata.org/entity/Q19516","80000","Point(3.130556 50.611944)","http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Stade%20Lille%20M%C3%A9tropole%20LOSC%20first%20match.JPG","Lille O.S.C.","Stade Pierre-Mauroy","losclive"
"http://www.wikidata.org/entity/Q2710","24400","Point(14.22944444 42.45527778)","http://commons.wikimedia.org/wiki/Special:FilePath/Pescara%202010-by-RaBoe-004.jpg","Delfino Pescara 1936","Stadio Adriatico","PescaraCalcio"
"http://www.wikidata.org/entity/Q29103","31654","Point(38.999444444 45.025277777)","http://commons.wikimedia.org/wiki/Special:FilePath/Kuban%20Stadium%20FC%20Kuban%20Krasnodar%20vs%20FC%20Rostov%2C%20Russian%20Premier%20League%2C%20Krasnodar%2C%20Russian%202005%20Federation.jpg","FC Kuban Krasnodar","Kuban Stadium",NA
"http://www.wikidata.org/entity/Q280679","7534","Point(20.848669 39.667647)",NA,"PAS Giannina F.C.","Zosimades Stadium",NA
"http://www.wikidata.org/entity/Q750322","5500","Point(25.981389 43.896111)",NA,"FC Astra Giurgiu","Stadionul Marin Anastasovici",NA
"http://www.wikidata.org/entity/Q131499","65647","Point(-9.184680555 38.752677777)","http://commons.wikimedia.org/wiki/Special:FilePath/LuzLissabon.jpg","S.L. Benfica","Estádio da Luz",NA
